nomoffre;type;typehabitation;adresse1;adresse1suite;adresse2;adresse3;codepostal;commune;cedex;codeinseecommune;latitude;longitude;acces;commmob;commtel;commfax;commmail;commweb;videosurl;plateformeurl;spvideosembed;tripadwidget;animauxacceptes;animauxinfo;labeltourismehandicap;spaccessibilite;spaccueilveloitineraire;equipements;confortimmobilier;confortmobilier;labels;labelsclassement;categorie;capacitenbchambres;capacitenbchambresmobreduite;capacitenbhebergements;capacitenbpersonnes;capacitesurface;services;languesparleesaccueil;ouverturealannee;ouverturegranule;resadirecte;resaenligneouinon;resaenligne;resaagence;tarifs;modepaiement;localisation;departement
Gîte La Maisonnette;Meublés;Maison;;;;Les Bavousières;72300;PRECIGNE;;72244;47.738191;-0.3213867;Gare SNCF||||12,Autoroute||||10;07 77 70 08 56;;;;https://hameaudesdeuxailes.com/;;Facebook||https://www.facebook.com/hameaudesdeuxailes/,Instagram||https://www.instagram.com/hameaudes2ailes/;;;non;;;non;;Parc/jardin,Piscine,WiFi;"Entrée indépendante;Jardin indépendant;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos;Toilettes séparées";;;;Non classé;3;;1;4;50;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo;"Anglais;Espagnol";oui;;;;;;Nuitée (meublé)||||||Base 2 nuits - Basse et haute saison. supplémentaire 100 €.;"Chèques bancaires et postaux;Chèques Vacances;Espèces";47.738191,-0.3213867;Sarthe
GITE PECHE;Meublés;;;;La Marionnière;;44860;PONT-SAINT-MARTIN;;44130;47.13464;-1.5882;Gare SNCF||||12,Aéroport/aérodrome||||6;;06 74 24 46 96;;;https://www.marionniere.fr;;Facebook||https://fr-fr.facebook.com/gitesMarionniere/;;;oui;;;non;;Parc/jardin,Piscine,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Cheminée,Lave linge,Lave vaisselle;;;Non classé;2;0;1;6;74;Fourniture de draps (gratuit),Location/prêt de vélo;"Anglais;Français";oui;;Régis LE BON||06 74 24 46 96||regislebon44@gmail.com;;;;;"Cartes bancaires;Chèques Vacances";47.13464,-1.5882;Loire-Atlantique
Gîte L'Etang Becanne;Meublés;Maison;;;l'Etang Becanne;;72320;MONTMIRAIL;;72208;48.103634;0.790768;Gare SNCF||||14;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-montmirail-l-etang-becanne-h72g012742;;;;;non;;;non;;WiFi;"Garage;Jardin indépendant;Parking;Terrasse / Balcon";Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;Gîtes de France;4 épis (Gîtes de France);4 étoiles;4;;;8;140;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";;;;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f113094_fr-.aspx||||||;;Nuitée (meublé)||460,00||880,00||,Semaine (meublé)||640,00||1000,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";48.103634,0.790768;Sarthe
Gîte La maison d'huguette;Meublés;Maison;;;5 Rue de l'Église;;72320;MONTMIRAIL;;72208;48.1035;0.791461;Gare SNCF||||15;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-montmirail-la-maison-d-huguette-h72g012690;;;;;non;;;non;;WiFi;"Jardin indépendant;Terrasse / Balcon";Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;4 épis (Gîtes de France);4 étoiles;2;;;4;80;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";;;;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f112947_fr-.aspx||||||;;Nuitée (meublé)||115,00||115,00||,Semaine (meublé)||390,00||450,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";48.1035,0.791461;Sarthe
Chambres d'hôtes Abrikota;Chambres d'hôtes;;;;La Goupillère;;72170;SAINT-CHRISTOPHE-DU-JAMBET;;72273;48.2376476;0.0510803;Gare SNCF||||15;;02.43.33.06.68;;;;;;;;non;;;non;;;"Entrée indépendante;Jardin indépendant;Terrasse / Balcon";;;;;1;;;2;0;Fourniture de draps (gratuit);;;;;oui;Sarthe Développement||http://webitea-72-GDF-francais.gl.itea.fr/resa/etape1.php?NUM=72G1252&INSTANCE=gites44&OPE=FAIRESAV&ORI=SDEV&&&&||http://webitea-72-GDF-francais.gl.itea.fr/cgi.php?&OPE=FAIRESAV&ORI=SDEV&PLG=O&NUM=72G1252&ACC=H&INSTANCE=gites44||0272881874||reservation@sarthe-developpement.com;;;Chèques bancaires et postaux;48.2376476,0.0510803;Sarthe
GITE LA PLANCHE;Meublés;;;;La Planche;;72600;VILLENEUVE-EN-PERSEIGNE;;72137;48.4364423;0.2630209;Gare SNCF||||15;;06.06.58.74.44;;;;;;;;oui;;;non;;;"Entrée indépendante;Jardin indépendant;Parking;Terrasse / Balcon";;;;3 étoiles;3;;;5;40;;Anglais;;;;oui;Sarthe Développement||http://webitea-72-GDF-francais.gl.itea.fr/cgi.php?&OPE=FAIRESAV&ORI=SDEV&RES=O&NUM=72G604&ACC=G&INSTANCE=gites44||http://webitea-72-GDF-francais.gl.itea.fr/cgi.php?&OPE=FAIRESAV&ORI=SDEV&PLG=O&NUM=72G604&ACC=G&INSTANCE=gites44||0272881874||reservation@sarthe-developpement.com,Gîtes de France||http://webitea-72-GDF-francais.gl.itea.fr/cgi.php?&OPE=FAIRESAV&ORI=FAIRESAV&RES=O&NUM=72G604&ACC=G&INSTANCE=gites44||http://webitea-72-GDF-francais.gl.itea.fr/cgi.php?&OPE=FAIRESAV&ORI=FAIRESAV&PLG=O&NUM=72G604&ACC=G&INSTANCE=gites44||0251729565||info@gites-de-france-72.fr;;;"Cartes bancaires;Chèques Vacances";48.4364423,0.2630209;Sarthe
CHAMBRES ET TABLE D'HÔTES - BORDAGE DES ROTTES;Chambres d'hôtes;Maison;;;Rue du champ de devant;Les Rottes;72380;SOUILLE;;72338;48.1173306;0.17896668;Gare SNCF||||15;;02 43 25 43 57;;;http://bordagedesrottes72.cleasite.fr;;;;;non;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon";Equipement bébé,Micro ondes;;;;4;;;12;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit),Tables d'hôtes;;oui;;Jacques Morize||02 43 27 35 30||morize.jacques@wanadoo.fr;;;;"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||||||Pers. suppl : 28€;Lit bébé : 5€";Chèques bancaires et postaux;48.1173306,0.17896668;Sarthe
LES ORMES (2);Meublés;Bungalow,Chalet,Maison;;;Allée des îles;Camping municipal;53240;ANDOUILLE;;53005;48.176769;-0.786656;Gare SNCF||||15,Transport en commun||||0,3;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-andouille-les-ormes-h53g010592;;;;;non;;;non;;;"Jardin indépendant;Terrasse / Balcon";Equipement bébé,Micro ondes,Sèche linge;Gîtes de France;2 épis (Gîtes de France),En cours de labellisation;;2;;1;4;29;Fourniture de draps (gratuit);Anglais;oui;||||Toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-andouille-les-ormes-h53g010592||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||69,00||170,00||,Semaine (meublé)||207,00||320,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";48.176769,-0.786656;Mayenne
BRESSAC;Meublés;Maison;;;Chemin du moulin Bressac;;53220;LA PELLERINE;;53177;48.326138;-1.006438;Gare SNCF||||18,Transport en commun||||18;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-la-pellerine-bressac-h53g010750;;;;;non;;;non;;WiFi;"Jardin indépendant;Parking;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;2 épis (Gîtes de France);2 étoiles;2;;1;4;73;Location de draps,Location de linge;;oui;||||Toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-la-pellerine-bressac-h53g010750||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||150,00||220,00||,Semaine (meublé)||220,00||350,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";48.326138,-1.006438;Mayenne
LE PRESBYTÈRE;Meublés;Maison;;;Place de l'Eglise;;53270;SAINT-PIERRE-SUR-ERVE;;53248;48.008289;-0.395751;Gare SNCF||||19,3;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-saint-pierre-sur-erve-le-presbytere-h53g010931;;;;;oui;;;non;;WiFi;"Jardin indépendant;Parking;Terrain clos";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France,Hébergement Pêche;3 épis (Gîtes de France);;3;;1;8;130;Fourniture de draps (gratuit),Location de linge;"Anglais;Français";oui;||||Toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-saint-pierre-sur-erve-le-presbytere-h53g010931||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||263,00||366,00||,Semaine (meublé)||463,00||542,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";48.008289,-0.395751;Mayenne
Gîte Le Mans proche centre ville;Meublés;Maison;;;8 Rue Stendhal;;72100;LE MANS;;72181;48.001461;0.222937;Gare SNCF||||2,Transport en commun||||0,5;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-le-mans-gite-familial-dans-le-mans-h72g019610;;;;;oui;;;;;WiFi;"Garage;Jardin indépendant;Parking;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;Gîtes de France;3 épis (Gîtes de France);;4;;;8;130;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";;||||Réservable toute l'année.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f123578_fr-.aspx||||||;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";48.001461,0.222937;Sarthe
Gîte Le Saint Fraimbault;Meublés;Maison;;;Les Gabrones;15 route de saint Fraimbault;72150;SAINT-GEORGES-DE-LA-COUEE;;72279;47.814854;0.583075;Gare SNCF||||20;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-saint-georges-de-la-couee-gite-de-saint-fraimbault-h72g023556;;;;;non;;;non;;WiFi;"Garage;Jardin indépendant;Parking;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;3 épis (Gîtes de France);3 étoiles;2;;;6;90;Location de draps,Location de linge;Français;oui;||||Ouvert toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Nuitée (meublé)||65,00||90,00||,Semaine (meublé)||465,00||655,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.814854,0.583075;Sarthe
NORMANDIE;Meublés;Appartement;;;6 Rue de la Loge;;53110;LASSAY-LES-CHATEAUX;;53127;48.440247;-0.492537;Gare SNCF||||20,Aéroport/aérodrome||||221;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-lassay-les-chateaux-normandie-h53g010776;;;;;non;;;non;;WiFi;;Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;3 épis (Gîtes de France);;1;;1;4;58;Fourniture de draps (gratuit),Fourniture de linge (gratuit);Anglais;oui;||||Toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-lassay-les-chateaux-normandie-h53g010776||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||80,00||140,00||,Semaine (meublé)||240,00||300,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";48.440247,-0.492537;Mayenne
Gîte La Rousselière;Meublés;Maison;;;La Rousselière;;72130;SAINT-LEONARD-DES-BOIS;;72294;48.36433;-0.108074;Gare SNCF||||22;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-st-leonard-des-bois-72g329-h72g012562;;;;;non;;;non;;WiFi;"Jardin indépendant;Parking;Terrasse / Balcon";Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;Gîtes de France;3 épis (Gîtes de France);;3;;;6;80;Location de draps,Location de linge;Français;;||||Toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f112966_fr-.aspx||||||;;Nuitée (meublé)||240,00||460,00||,Semaine (meublé)||380,00||446,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";48.36433,-0.108074;Sarthe
CHALET LA BRÊME, 5-7 PERS, EN RETRAIT;Meublés;Bungalow,Chalet,Maison;;;Village Vacances et Pêche;Les Haies;53170;VILLIERS-CHARLEMAGNE;;53273;47.920826;-0.683743;Gare SNCF||||22;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-villiers-charlemagne-chalet-la-breme-h53g010973;;;;;oui;;;non;;WiFi;"Parking;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave vaisselle;Gîtes de France,Hébergement Pêche;2 épis (Gîtes de France);1 étoile;2;;1;4;48;Location de draps,Location/prêt de vélo;;;;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-villiers-charlemagne-chalet-la-breme-h53g010973||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||150,00||190,00||,Semaine (meublé)||305,00||515,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.920826,-0.683743;Mayenne
CHALET LE BLACK BASS, 5-7 PERS. EN RETRAIT;Meublés;Bungalow,Chalet,Maison;;;Village Vacances et Pêche;Les Haies;53170;VILLIERS-CHARLEMAGNE;;53273;47.920826;-0.683743;Gare SNCF||||22;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-villiers-charlemagne-chalet-le-black-bass-h53g010972;;;;;oui;;;non;;WiFi;"Parking;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave vaisselle;Gîtes de France,Hébergement Pêche;2 épis (Gîtes de France);1 étoile;2;;1;4;48;Location de draps,Location/prêt de vélo;;;;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-villiers-charlemagne-chalet-le-black-bass-h53g010972||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||150,00||190,00||,Semaine (meublé)||305,00||515,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.920826,-0.683743;Mayenne
CHALET LE SANDRE, LES PIEDS DANS L'EAU, 5-7 PERS;Meublés;Bungalow,Chalet,Maison;;;Village Vacances et Pêche;Les Haies;53170;VILLIERS-CHARLEMAGNE;;53273;47.920254;-0.681825;Gare SNCF||||22;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-villiers-charlemagne-chalet-le-sandre-h53g010978;;;;;oui;;;non;;WiFi;"Parking;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave vaisselle;Gîtes de France,Hébergement Pêche;2 épis (Gîtes de France);1 étoile;2;;1;4;49;Location de draps,Location/prêt de vélo;;;;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-villiers-charlemagne-chalet-le-sandre-h53g010978||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||160,00||230,00||,Semaine (meublé)||390,00||650,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.920254,-0.681825;Mayenne
LE MARTIN PÊCHEUR;Meublés;Maison;;;La Coulairie;ALEXAIN;53240;ALEXAIN;;53002;48.244484;-0.735525;Gare SNCF||||25;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-alexain-la-coulairie-h53g010581;;;;;non;;;non;;WiFi;"Jardin indépendant;Parking;Terrasse / Balcon";Cheminée,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France,Hébergement Pêche;3 épis (Gîtes de France);3 étoiles;1;;1;3;40;Location de linge;"Espagnol;Français";;;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-alexain-la-coulairie-h53g010581||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";48.244484,-0.735525;Mayenne
LE MOULIN DU PÊCHEUR, JUSQU'À 5 PERS;Meublés;Maison;;;Le Moulin du Château;MONTJEAN;53320;MONTJEAN;;53158;48.00185;-0.926555;Gare SNCF||||25;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-montjean-le-moulin-du-chateau-h53g010827;;;;;oui;7€/jour/animaux.   ils n'ont pas accès aux chambres, les excréments doivent être enlevé tous les jours, interdiction d'être seul dans le gîte, les balades se font en laisse;;non;;Piscine,WiFi;"Parking;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave vaisselle;Bienvenue à la Ferme,Gîtes de France,Hébergement Pêche;2 épis (Gîtes de France);;2;;1;5;80;Location de draps;Français;;;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-montjean-le-moulin-du-chateau-h53g010827||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||300,00||300,00||,Semaine (meublé)||500,00||500,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";48.00185,-0.926555;Mayenne
CABANE 2 PERS, LES P'TITES RÉSIDENCES DE LA FONTAINE;Meublés;;;;La Fontaine;;53350;FONTAINE-COUVERTE;;53098;47.931953;-1.163108;Gare SNCF||||25,Transport en commun||||25;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/location-gite-fontaine-couverte-les-petites-residences-de-la-fontaine-h53g025064;;;;;non;;;non;;Piscine,Piscine couverte,WiFi;"Parking;Terrasse / Balcon";;Gîtes de France,Hébergement Pêche;1 épi (Gîtes de France);;1;;1;2;14;Fourniture de draps (gratuit),Fourniture de linge (gratuit);;;;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/location-gite-fontaine-couverte-les-petites-residences-de-la-fontaine-h53g025064||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||80,00||80,00||,Semaine (meublé)||385,00||385,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.931953,-1.163108;Mayenne
GITE BALNÉO, 2 PERS, LES P'TITES RÉSIDENCES DE LA FONTAINE;Meublés;Maison;;;La Fontaine;;53350;FONTAINE-COUVERTE;;53098;47.931953;-1.163108;Gare SNCF||||25,Transport en commun||||25;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-fontaine-couverte-les-petites-residences-de-la-fontaine-h53g025065;;;;;non;;;non;;Espace bien-être,Piscine,Piscine couverte,WiFi;"Jardin indépendant;Parking;Terrasse / Balcon";Equipement bébé,Micro ondes;Gîtes de France,Hébergement Pêche;2 épis (Gîtes de France);;1;;1;2;38;Fourniture de linge (gratuit);;;;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-fontaine-couverte-les-petites-residences-de-la-fontaine-h53g025065||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||120,00||120,00||,Semaine (meublé)||500,00||500,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.931953,-1.163108;Mayenne
Manoir de Rouessé - Appt Jean Chouan;Meublés;;;;rue Allende-Manoir de Rouessé;;53000;LAVAL;;53130;48.0643041;-0.7947662;Gare SNCF||||3,5;06 77 71 68 88;02 43 69 94 03;;;;;;;;oui;;;non;;Parc/jardin,WiFi;Jardin indépendant;;;;Non classé;1;;;2;36;Location de draps;Anglais;;;RIME NATHALIE||02 43 69 94 03||manoir.rouesse@yahoo.fr;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";48.0643041,-0.7947662;Mayenne
CHARMILLE, 1-4 PERS (2);Meublés;Maison;;;Etang des Perles;;53700;AVERTON;;53013;48.346489;-0.246747;Gare SNCF||||31;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-averton-charmille-h53g010600;;;;;oui;;;non;;WiFi;"Parking;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave vaisselle,Sèche linge;Gîtes de France,Hébergement Pêche;2 épis (Gîtes de France);;2;;1;4;68;Location de draps,Location de linge;Anglais;oui;||||Toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-averton-charmille-h53g010600||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||200,00||290,00||,Semaine (meublé)||405,00||570,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";48.346489,-0.246747;Mayenne
LA FLEUR DE LYS;Meublés;Maison;;;8 Rue des Deux Églises;;53340;SAULGES;;53257;47.982925;-0.406914;Gare SNCF||||32,Transport en commun||||32;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-saulges-h53g015891;;;;;oui;;;non;;WiFi;"Jardin indépendant;Parking;Terrain clos;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;3 épis (Gîtes de France);2 étoiles;4;;1;7;148;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";oui;||||Toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-saulges-h53g015891||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||250,00||300,00||,Semaine (meublé)||350,00||550,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.982925,-0.406914;Mayenne
CÔTÉ JARDIN;Meublés;;;;2 Grande Rue;;53340;CHEMERE-LE-ROI;;53067;47.977844;-0.441088;Gare SNCF||||36;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-chemere-le-roi-cote-jardin-h53g010654;;;;;non;;;non;;WiFi;"Jardin indépendant;Terrain clos";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;2 épis (Gîtes de France);2 étoiles;2;;1;6;93;Location de draps,Location de linge;;;;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-chemere-le-roi-cote-jardin-h53g010654||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||100,00||150,00||,Semaine (meublé)||240,00||360,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.977844,-0.441088;Mayenne
